,cluster_id
14978,2
14979,2
14980,2
14981,3
14982,2
14983,0
14984,3
14985,1
14986,2
14987,1
14988,3
14989,0
14990,1
14991,2
14992,0
14993,3
14994,0
14995,1
14996,3
14997,1
14998,2
14999,1
15000,0
15001,2
15002,2
15003,0
15004,1
15005,3
15006,2
15007,2
15008,0
15009,2
15010,2
15011,3
15012,0
15013,3
15014,3
15015,3
15016,1
15017,2
15018,2
15019,3
15020,1
15021,2
15022,1
15023,1
15024,2
15025,3
15026,3
15027,1
15028,1
15029,2
15030,0
15031,3
15032,0
15033,3
15034,0
15035,1
15036,0
15037,3
15038,2
15039,1
15040,2
15041,2
15042,0
15043,2
15044,1
15045,2
15046,2
15047,2
15048,2
15049,3
15050,0
15051,3
15052,1
15053,1
15054,0
15055,0
15056,1
15057,3
15058,1
15059,1
15060,0
15061,0
15062,3
15063,2
15064,3
15065,0
15066,1
15067,1
15068,0
15069,1
15070,2
15071,3
15072,0
15073,0
15074,2
15075,1
15076,1
15077,1
15078,1
15079,1
15080,1
15081,1
15082,2
15083,3
15084,1
15085,0
15086,2
15087,2
15088,0
15089,1
15090,0
15091,1
15092,0
15093,3
15094,2
15095,3
15096,1
15097,1
15098,2
15099,1
15100,2
15101,2
15102,3
15103,2
15104,1
15105,1
15106,3
15107,3
15108,3
15109,1
15110,2
15111,3
15112,0
15113,0
15114,1
15115,1
15116,2
15117,2
15118,0
15119,2
15120,1
15121,1
15122,2
15123,0
15124,1
15125,2
15126,0
15127,1
15128,1
15129,0
15130,3
15131,3
15132,0
15133,1
15134,1
15135,2
15136,0
15137,0
15138,1
15139,1
15140,3
15141,1
15142,2
15143,3
15144,3
15145,3
15146,0
15147,1
15148,3
15149,0
15150,1
15151,0
15152,1
15153,0
15154,0
15155,1
15156,0
15157,0
15158,3
15159,1
15160,2
15161,0
15162,2
15163,2
15164,1
15165,0
15166,2
15167,1
15168,2
15169,1
15170,1
15171,1
15172,0
15173,2
15174,2
15175,0
15176,0
15177,2
15178,1
15179,3
15180,2
15181,1
15182,1
15183,0
15184,0
15185,3
15186,3
15187,3
15188,3
15189,0
15190,2
15191,2
15192,2
15193,3
15194,0
15195,2
15196,2
15197,0
15198,0
15199,2
15200,3
15201,3
15202,3
15203,2
15204,2
15205,3
15206,3
15207,1
15208,1
15209,0
15210,0
15211,0
15212,1
15213,3
15214,2
15215,0
15216,1
15217,2
15218,1
15219,3
15220,3
15221,0
15222,3
15223,0
15224,3
15225,1
15226,3
15227,3
15228,1
15229,1
15230,2
15231,3
15232,0
15233,1
15234,2
15235,0
15236,1
15237,0
15238,0
15239,3
15240,3
15241,2
15242,1
15243,1
15244,1
15245,3
15246,0
15247,2
15248,1
15249,0
15250,3
15251,1
15252,3
15253,0
15254,1
15255,0
15256,0
15257,2
15258,2
15259,3
15260,0
15261,0
15262,1
15263,0
15264,1
15265,1
15266,2
15267,3
15268,2
15269,2
15270,3
15271,1
15272,1
15273,0
15274,3
15275,1
15276,3
15277,1
15278,3
15279,0
15280,0
15281,3
15282,1
15283,0
15284,1
15285,0
15286,0
15287,1
15288,1
15289,2
15290,2
15291,0
15292,1
15293,2
15294,0
15295,2
15296,0
15297,3
15298,0
15299,3
15300,0
15301,0
15302,1
15303,3
15304,0
15305,1
15306,2
15307,0
15308,2
15309,1
15310,1
15311,3
15312,1
15313,2
15314,1
15315,0
15316,3
15317,1
15318,3
15319,3
15320,3
15321,3
15322,1
15323,1
15324,2
15325,0
15326,3
15327,2
15328,3
15329,0
15330,3
15331,2
15332,2
15333,0
15334,1
15335,1
15336,1
15337,3
15338,1
15339,0
15340,3
15341,1
15342,2
15343,3
15344,2
15345,0
15346,0
15347,2
15348,1
15349,3
15350,1
15351,1
15352,1
15353,0
15354,3
15355,3
15356,3
15357,1
15358,1
15359,2
15360,3
15361,0
15362,2
15363,1
15364,3
15365,3
15366,2
15367,2
15368,2
15369,0
15370,3
15371,1
15372,1
15373,2
15374,1
15375,1
15376,1
15377,3
15378,1
15379,2
15380,1
15381,0
15382,2
15383,2
15384,2
15385,0
15386,2
15387,3
15388,1
15389,0
15390,1
15391,3
15392,2
15393,3
15394,3
15395,2
15396,1
15397,0
15398,3
15399,3
15400,0
15401,2
15402,1
15403,3
15404,1
15405,3
15406,0
15407,2
15408,2
15409,1
15410,2
15411,1
15412,1
15413,0
15414,2
15415,1
15416,3
15417,1
15418,0
15419,0
15420,1
15421,0
15422,0
15423,2
15424,3
15425,2
15426,3
15427,3
15428,1
15429,0
15430,0
15431,1
15432,2
15433,2
15434,0
15435,1
15436,0
15437,2
15438,0
15439,1
15440,1
15441,3
15442,2
15443,3
15444,3
15445,1
15446,0
15447,3
15448,3
15449,1
15450,3
15451,1
15452,1
15453,0
15454,1
15455,0
15456,2
15457,2
15458,1
15459,1
15460,0
15461,2
15462,0
15463,2
15464,3
15465,0
15466,0
15467,1
15468,1
15469,3
15470,2
15471,0
15472,2
15473,3
15474,0
15475,0
15476,2
15477,3
15478,0
15479,0
15480,3
15481,2
15482,3
15483,0
15484,2
15485,3
15486,3
15487,3
15488,1
15489,2
15490,1
15491,2
15492,3
15493,0
15494,3
15495,1
15496,1
15497,3
15498,0
15499,3
15500,1
15501,3
15502,3
15503,2
15504,1
15505,2
15506,0
15507,0
15508,2
15509,0
15510,0
15511,3
15512,1
15513,3
15514,2
15515,3
15516,1
15517,2
15518,1
15519,2
15520,1
15521,2
15522,3
15523,1
15524,0
15525,2
15526,0
15527,3
15528,0
15529,0
15530,1
15531,0
15532,1
15533,0
15534,1
15535,1
15536,3
15537,0
15538,0
15539,3
15540,2
15541,3
15542,2
15543,3
15544,1
15545,3
15546,2
15547,3
15548,3
15549,0
15550,2
15551,3
15552,1
15553,3
15554,0
15555,2
15556,3
15557,2
15558,0
15559,1
15560,0
15561,2
15562,2
15563,2
15564,2
15565,0
15566,2
15567,0
15568,3
15569,2
15570,2
15571,3
15572,3
15573,2
15574,3
15575,0
15576,0
15577,3
15578,0
15579,2
15580,3
15581,0
15582,2
15583,2
15584,1
15585,0
15586,2
15587,3
15588,3
15589,0
15590,0
15591,3
15592,3
15593,3
15594,3
15595,2
15596,3
15597,3
15598,2
15599,2
15600,1
15601,2
15602,2
15603,1
15604,2
15605,1
15606,1
15607,0
15608,3
15609,1
15610,1
15611,1
15612,2
15613,3
15614,1
15615,3
15616,0
15617,1
15618,3
15619,2
15620,1
15621,2
15622,3
15623,0
15624,0
15625,0
15626,3
15627,0
15628,1
15629,0
15630,3
15631,3
15632,2
15633,1
15634,2
15635,2
15636,1
15637,3
15638,1
15639,3
15640,3
15641,0
15642,0
15643,1
15644,1
15645,1
15646,0
15647,2
15648,1
15649,2
15650,1
15651,3
15652,3
15653,3
15654,2
15655,2
15656,3
15657,2
15658,3
15659,3
15660,3
15661,0
15662,2
15663,1
15664,3
15665,3
15666,2
15667,0
15668,0
15669,3
15670,0
15671,0
15672,1
15673,2
15674,0
15675,1
15676,2
15677,2
15678,0
15679,1
15680,3
15681,2
15682,3
15683,3
15684,0
15685,3
15686,0
15687,0
15688,0
15689,0
15690,1
15691,0
15692,1
15693,0
15694,1
15695,3
15696,1
15697,0
15698,0
15699,3
15700,2
15701,3
15702,3
15703,2
15704,1
15705,1
15706,1
15707,1
15708,0
15709,0
15710,2
15711,0
15712,0
15713,2
15714,0
15715,0
15716,1
15717,2
15718,3
15719,1
15720,3
15721,1
15722,0
15723,3
15724,3
15725,2
15726,0
15727,3
15728,1
15729,2
15730,1
15731,0
15732,0
15733,1
15734,2
15735,1
15736,0
15737,1
15738,1
15739,2
15740,3
15741,2
15742,3
15743,1
15744,1
15745,0
15746,1
15747,0
15748,0
15749,3
15750,3
15751,3
15752,3
15753,3
15754,3
15755,1
15756,3
15757,1
15758,2
15759,1
15760,0
15761,2
15762,2
15763,1
15764,1
15765,1
15766,0
15767,1
15768,0
15769,3
15770,2
15771,2
15772,0
15773,1
15774,3
15775,1
15776,0
15777,1
15778,0
15779,3
15780,3
15781,3
15782,0
15783,0
15784,1
15785,2
15786,0
15787,2
15788,1
15789,1
15790,1
15791,2
15792,0
15793,2
15794,2
15795,0
15796,1
15797,0
15798,3
15799,2
15800,0
15801,0
15802,3
15803,2
15804,1
15805,3
15806,3
15807,0
15808,3
15809,0
15810,2
15811,0
15812,3
15813,3
15814,1
15815,3
15816,1
15817,2
15818,0
15819,2
15820,2
15821,1
15822,0
15823,2
15824,0
15825,1
15826,1
15827,1
15828,1
15829,1
15830,2
15831,1
15832,3
15833,1
15834,2
15835,2
15836,3
15837,0
15838,0
15839,1
15840,3
15841,2
15842,1
15843,0
15844,2
15845,0
15846,3
15847,2
15848,0
15849,0
15850,2
15851,1
15852,0
15853,3
15854,1
15855,0
15856,0
15857,2
15858,2
15859,0
15860,3
15861,1
15862,3
15863,2
15864,1
15865,3
15866,0
15867,1
15868,1
15869,1
15870,1
15871,2
15872,2
15873,3
15874,3
15875,3
15876,3
15877,3
15878,1
15879,0
15880,1
15881,1
15882,0
15883,1
15884,1
15885,0
15886,3
15887,2
15888,1
15889,1
15890,2
15891,3
15892,2
15893,1
15894,2
15895,0
15896,1
15897,0
15898,2
15899,3
15900,2
15901,3
15902,2
15903,3
15904,0
15905,0
15906,2
15907,2
15908,2
15909,1
15910,2
15911,1
15912,0
15913,2
15914,1
15915,3
15916,3
15917,1
15918,3
15919,0
15920,1
15921,3
15922,3
15923,0
15924,0
15925,3
15926,3
15927,3
15928,2
15929,3
15930,2
15931,0
15932,2
15933,2
15934,1
15935,2
15936,3
15937,1
15938,1
15939,3
15940,3
15941,2
15942,2
15943,3
15944,0
15945,0
15946,2
15947,3
15948,1
15949,2
15950,2
15951,3
15952,1
15953,0
15954,1
15955,3
15956,0
15957,2
15958,0
15959,3
15960,1
15961,1
15962,1
15963,0
15964,2
15965,0
15966,0
15967,3
15968,0
15969,1
15970,3
15971,2
15972,3
15973,1
15974,3
15975,3
15976,1
15977,3
15978,2
15979,2
15980,3
15981,3
15982,1
15983,0
15984,0
15985,2
15986,0
15987,3
15988,0
15989,0
15990,0
15991,0
15992,1
15993,1
15994,2
15995,0
15996,1
15997,1
15998,1
15999,3
16000,3
16001,3
16002,2
16003,2
16004,1
16005,1
16006,2
16007,3
16008,1
16009,3
16010,3
16011,3
16012,2
16013,3
16014,1
16015,3
16016,0
16017,3
16018,0
16019,2
16020,0
16021,3
16022,1
16023,1
16024,0
16025,1
16026,1
16027,0
16028,1
16029,0
16030,3
16031,2
16032,2
16033,0
16034,2
16035,1
16036,1
16037,0
16038,3
16039,3
16040,0
16041,3
16042,3
16043,2
16044,0
16045,0
16046,1
16047,0
16048,0
16049,2
16050,0
16051,3
16052,0
16053,0
16054,0
16055,3
16056,0
16057,2
16058,1
16059,3
16060,0
16061,0
16062,1
16063,2
16064,3
16065,0
16066,1
16067,0
16068,2
16069,0
16070,2
16071,3
16072,2
16073,0
16074,1
16075,3
16076,1
16077,1
16078,0
16079,2
16080,1
16081,1
16082,1
16083,3
16084,1
16085,0
16086,3
16087,1
16088,1
16089,2
16090,0
16091,1
16092,0
16093,1
16094,2
16095,2
16096,0
16097,0
16098,3
16099,1
16100,1
16101,0
16102,0
16103,1
16104,2
16105,2
16106,1
16107,0
16108,3
16109,3
16110,3
16111,2
16112,1
16113,0
16114,1
16115,2
16116,3
16117,0
16118,3
16119,0
16120,1
16121,3
16122,2
16123,1
16124,0
16125,1
16126,3
16127,1
16128,3
16129,1
16130,1
16131,1
16132,2
16133,1
16134,1
16135,3
16136,3
16137,0
16138,0
16139,3
16140,0
16141,0
16142,0
16143,2
16144,2
16145,3
16146,3
16147,1
16148,3
16149,3
16150,3
16151,1
16152,3
16153,3
16154,0
16155,0
16156,1
16157,0
16158,3
16159,2
16160,2
16161,3
16162,1
16163,0
16164,3
16165,1
16166,1
16167,1
16168,1
16169,0
16170,0
16171,2
16172,1
16173,3
16174,0
16175,1
16176,1
16177,0
16178,1
16179,3
16180,2
16181,3
16182,0
16183,3
16184,2
16185,3
16186,0
16187,1
16188,2
16189,1
16190,0
16191,0
16192,3
16193,1
16194,2
16195,3
16196,0
16197,0
16198,3
16199,0
16200,3
16201,2
16202,2
16203,3
16204,0
16205,1
16206,0
16207,0
16208,0
16209,1
16210,0
16211,2
16212,0
16213,0
16214,3
16215,0
16216,3
16217,3
16218,0
16219,1
16220,0
16221,3
16222,2
16223,1
16224,0
16225,2
16226,1
16227,1
16228,1
16229,0
16230,1
16231,2
16232,0
16233,2
16234,3
16235,1
16236,1
16237,2
16238,1
16239,1
16240,0
16241,3
16242,1
16243,0
16244,1
16245,0
16246,1
16247,1
16248,3
16249,2
16250,1
16251,1
16252,0
16253,2
16254,1
16255,2
16256,0
16257,3
16258,1
16259,0
16260,3
16261,0
16262,0
16263,2
16264,1
16265,2
16266,2
16267,1
16268,0
16269,3
16270,1
16271,2
16272,2
16273,3
16274,1
16275,3
16276,0
16277,3
16278,1
16279,3
16280,2
16281,1
16282,2
16283,2
16284,1
16285,3
16286,2
16287,1
16288,2
16289,2
16290,1
16291,1
16292,3
16293,3
16294,0
16295,2
16296,2
16297,1
16298,1
16299,0
16300,0
16301,0
16302,3
16303,1
16304,2
16305,0
16306,0
16307,3
16308,1
16309,2
16310,3
16311,3
16312,3
16313,2
16314,1
16315,1
16316,2
16317,1
16318,1
16319,2
16320,3
16321,3
16322,3
16323,0
16324,2
16325,1
16326,2
16327,0
16328,1
16329,0
16330,1
16331,1
16332,1
16333,1
16334,2
16335,1
16336,0
16337,2
16338,2
16339,3
16340,0
16341,0
16342,1
16343,1
16344,1
16345,0
16346,1
16347,0
16348,2
16349,3
16350,0
16351,0
16352,1
16353,0
16354,0
16355,0
16356,1
16357,3
16358,2
16359,0
16360,1
16361,2
16362,0
16363,0
16364,3
16365,3
16366,3
16367,2
16368,0
16369,0
16370,2
16371,3
16372,2
16373,2
16374,1
16375,3
16376,2
16377,3
16378,3
16379,0
16380,3
16381,1
16382,3
16383,2
16384,2
16385,3
16386,2
16387,2
16388,2
16389,3
16390,0
16391,3
16392,0
16393,1
16394,1
16395,1
16396,1
16397,0
16398,2
16399,3
16400,3
16401,1
16402,3
16403,1
16404,1
16405,3
16406,3
16407,0
16408,1
16409,0
16410,0
16411,0
16412,2
16413,2
16414,0
16415,3
16416,0
16417,2
16418,0
16419,2
16420,1
16421,2
16422,0
16423,2
16424,1
16425,3
16426,1
16427,3
16428,0
16429,3
16430,0
16431,0
16432,2
16433,2
16434,0
16435,3
16436,3
16437,0
16438,1
16439,2
16440,2
16441,3
16442,2
16443,3
16444,3
16445,2
16446,1
16447,0
16448,3
16449,1
16450,3
16451,1
16452,0
16453,1
16454,3
16455,0
16456,3
16457,3
16458,2
16459,3
16460,1
16461,2
16462,1
16463,0
16464,1
16465,1
16466,1
16467,0
16468,0
16469,3
16470,3
16471,1
16472,0
16473,1
16474,1
16475,0
16476,3
16477,3
16478,1
16479,2
16480,3
16481,0
16482,3
16483,1
16484,2
16485,0
16486,2
16487,1
16488,3
16489,3
16490,1
16491,3
16492,1
16493,3
16494,2
16495,0
16496,3
16497,2
16498,0
16499,3
16500,3
16501,0
16502,1
16503,3
16504,2
16505,3
16506,0
16507,0
16508,3
16509,1
16510,0
16511,3
16512,1
16513,2
16514,3
16515,3
16516,3
16517,0
16518,1
16519,1
16520,1
16521,0
16522,0
16523,2
16524,0
16525,2
16526,0
16527,0
16528,1
16529,1
16530,0
16531,3
16532,3
16533,3
16534,3
16535,3
16536,0
16537,3
16538,1
16539,1
16540,3
16541,2
16542,3
16543,2
16544,1
16545,1
16546,1
16547,2
16548,1
16549,2
16550,3
16551,3
16552,2
16553,3
16554,3
16555,2
16556,1
16557,2
16558,2
16559,1
16560,2
16561,3
16562,3
16563,3
16564,1
16565,0
16566,2
16567,1
16568,1
16569,2
16570,0
16571,0
16572,2
16573,2
16574,1
16575,2
16576,0
16577,2
16578,0
16579,2
16580,3
16581,2
16582,2
16583,2
16584,0
16585,2
16586,1
16587,1
16588,1
16589,2
16590,1
16591,1
16592,2
16593,2
16594,2
16595,1
16596,2
16597,3
16598,2
16599,1
16600,3
16601,2
16602,0
16603,1
16604,3
16605,2
16606,1
16607,3
16608,2
16609,2
16610,2
16611,3
16612,2
16613,3
16614,2
16615,0
16616,0
16617,1
16618,0
16619,2
16620,2
16621,0
16622,0
16623,2
16624,2
16625,3
16626,2
16627,2
16628,0
16629,0
16630,3
16631,1
16632,2
16633,3
16634,0
16635,1
16636,0
16637,2
16638,3
16639,2
16640,2
16641,0
16642,1
16643,2
16644,1
16645,0
16646,1
16647,0
16648,2
16649,0
16650,1
16651,3
16652,2
16653,3
16654,3
16655,3
16656,2
16657,3
16658,1
16659,2
16660,0
16661,2
16662,0
16663,3
16664,3
16665,0
16666,0
16667,0
16668,0
16669,0
16670,3
16671,1
16672,0
16673,3
16674,2
16675,2
16676,2
16677,2
16678,0
16679,3
16680,3
16681,3
16682,1
16683,3
16684,0
16685,3
16686,1
16687,1
16688,0
16689,1
16690,2
16691,2
16692,2
16693,2
16694,1
16695,2
16696,3
16697,2
16698,1
16699,0
16700,1
16701,2
16702,0
16703,0
16704,1
16705,3
16706,2
16707,1
16708,1
16709,0
16710,2
16711,0
16712,0
16713,0
16714,2
16715,0
16716,3
16717,0
16718,0
16719,0
16720,2
16721,2
16722,1
16723,1
16724,1
16725,0
16726,2
16727,2
16728,1
16729,2
16730,0
16731,0
16732,0
16733,2
16734,3
16735,3
16736,3
16737,0
16738,2
16739,0
16740,2
16741,3
16742,2
16743,0
16744,3
16745,1
16746,1
16747,0
16748,2
16749,2
16750,1
16751,0
16752,3
16753,2
16754,0
16755,3
16756,1
16757,2
16758,0
16759,2
16760,0
16761,2
16762,0
16763,0
16764,1
16765,1
16766,3
16767,1
16768,1
16769,1
16770,2
16771,2
16772,3
16773,2
16774,1
16775,3
16776,2
16777,0
16778,2
16779,1
16780,3
16781,0
16782,3
16783,1
16784,0
16785,2
16786,0
16787,3
16788,2
16789,2
16790,2
16791,0
16792,0
16793,0
16794,1
16795,2
16796,3
16797,1
16798,1
16799,1
16800,1
16801,1
16802,3
16803,0
16804,0
16805,1
16806,0
16807,0
16808,3
16809,1
16810,1
16811,0
16812,3
16813,0
16814,2
16815,0
16816,0
16817,0
16818,1
16819,3
16820,3
16821,3
16822,2
16823,1
16824,1
16825,3
16826,2
16827,2
16828,1
16829,2
16830,0
16831,2
16832,1
16833,1
16834,1
16835,1
16836,2
16837,3
16838,1
16839,3
16840,1
16841,3
16842,0
16843,1
16844,0
16845,3
16846,0
16847,1
16848,3
16849,1
16850,0
16851,2
16852,1
16853,0
16854,0
16855,0
16856,0
16857,2
16858,1
16859,1
16860,3
16861,3
16862,2
16863,2
16864,3
16865,0
16866,3
16867,2
16868,2
16869,3
16870,1
16871,3
16872,2
16873,0
16874,1
16875,2
16876,1
16877,0
16878,2
16879,3
16880,3
16881,3
16882,1
16883,2
16884,3
16885,2
16886,3
16887,3
16888,3
16889,0
16890,1
16891,2
16892,1
16893,2
16894,2
16895,3
16896,3
16897,0
16898,1
16899,2
16900,0
16901,0
16902,0
16903,2
16904,1
16905,0
16906,1
16907,3
16908,1
16909,2
16910,3
16911,1
16912,3
16913,2
16914,1
16915,3
16916,1
16917,2
16918,0
16919,1
16920,1
16921,3
16922,0
16923,3
16924,1
16925,3
16926,0
16927,1
16928,0
16929,2
16930,1
16931,3
16932,0
16933,1
16934,0
16935,2
16936,3
16937,1
16938,1
16939,2
16940,1
16941,0
16942,3
16943,0
16944,1
16945,2
16946,3
16947,1
16948,0
16949,3
16950,2
16951,3
16952,1
16953,1
16954,1
16955,3
16956,3
16957,2
16958,2
16959,0
16960,0
16961,0
16962,1
16963,2
16964,1
16965,2
16966,3
16967,0
16968,2
16969,3
16970,3
16971,2
16972,0
16973,0
16974,2
16975,1
16976,2
16977,2
16978,2
16979,0
16980,2
16981,1
16982,1
16983,2
16984,0
16985,0
16986,0
16987,2
16988,2
16989,1
16990,3
16991,3
16992,2
16993,3
16994,2
16995,2
16996,0
16997,0
16998,3
16999,1
17000,2
17001,0
17002,0
17003,1
17004,2
17005,0
17006,0
17007,3
17008,1
17009,3
17010,2
17011,2
17012,2
17013,0
17014,1
17015,1
17016,2
17017,3
17018,0
17019,3
17020,3
17021,1
17022,2
17023,1
17024,0
17025,3
17026,3
17027,0
17028,0
17029,0
17030,2
17031,1
17032,2
17033,1
17034,0
17035,2
17036,1
17037,2
17038,1
17039,2
17040,1
17041,1
17042,2
17043,0
17044,3
17045,2
17046,1
17047,0
17048,1
17049,3
17050,1
17051,2
17052,0
17053,0
17054,2
17055,2
17056,3
17057,0
17058,1
17059,3
17060,2
17061,3
17062,1
17063,3
17064,3
17065,0
17066,1
17067,1
17068,0
17069,3
17070,2
17071,1
17072,3
17073,1
17074,0
17075,2
17076,2
17077,1
17078,2
17079,3
17080,1
17081,3
17082,3
17083,3
17084,3
17085,3
17086,1
17087,2
17088,1
17089,3
17090,3
17091,1
17092,1
17093,3
17094,0
17095,2
17096,0
17097,1
17098,3
17099,0
17100,0
17101,2
17102,3
17103,1
17104,2
17105,0
17106,2
17107,0
17108,0
17109,3
17110,0
17111,2
17112,2
17113,2
17114,3
17115,3
17116,2
17117,3
17118,2
17119,0
17120,1
17121,1
17122,2
17123,2
17124,2
17125,1
17126,1
17127,3
17128,2
17129,1
17130,3
17131,2
17132,0
17133,1
17134,2
17135,0
17136,3
17137,1
17138,2
17139,1
17140,1
17141,0
17142,2
17143,0
17144,0
17145,0
17146,3
17147,0
17148,2
17149,1
17150,1
17151,2
17152,2
17153,2
17154,3
17155,3
17156,2
17157,3
17158,0
17159,1
17160,2
17161,0
17162,0
17163,1
17164,3
17165,3
17166,0
17167,0
17168,0
17169,2
17170,0
17171,2
17172,1
17173,3
17174,1
17175,1
17176,1
17177,3
17178,1
17179,0
17180,3
17181,1
17182,0
17183,3
17184,2
17185,1
17186,3
17187,0
17188,1
17189,1
17190,1
17191,3
17192,0
17193,3
17194,2
17195,3
17196,0
17197,2
17198,1
17199,1
17200,1
17201,0
17202,0
17203,2
17204,2
17205,3
17206,1
17207,2
17208,3
17209,3
17210,2
17211,1
17212,0
17213,1
17214,3
17215,3
17216,2
17217,2
17218,2
17219,0
17220,0
17221,3
17222,3
17223,2
17224,1
17225,1
17226,2
17227,0
17228,3
17229,2
17230,1
17231,2
17232,1
17233,1
17234,2
17235,0
17236,2
17237,2
17238,0
17239,0
17240,2
17241,2
17242,1
17243,1
17244,2
17245,1
17246,3
17247,2
17248,1
17249,1
17250,2
17251,3
17252,0
17253,2
17254,0
17255,1
17256,1
17257,1
17258,0
17259,3
17260,0
17261,3
17262,2
17263,3
17264,2
17265,2
17266,2
17267,0
17268,3
17269,3
17270,1
17271,3
17272,0
17273,0
17274,2
17275,0
17276,3
17277,0
17278,0
17279,1
17280,1
17281,0
17282,2
17283,2
17284,0
17285,3
17286,0
17287,0
17288,2
17289,3
17290,1
17291,1
17292,3
17293,0
17294,0
17295,2
17296,1
17297,1
17298,2
17299,0
17300,0
17301,3
17302,1
17303,3
17304,2
17305,2
17306,2
17307,0
17308,0
17309,3
17310,3
17311,3
17312,1
17313,0
17314,2
17315,3
17316,3
17317,1
17318,0
17319,3
17320,2
17321,0
17322,0
17323,0
17324,0
17325,1
17326,1
17327,2
17328,1
17329,1
17330,1
17331,1
17332,2
17333,3
17334,3
17335,1
17336,0
17337,2
17338,2
17339,2
17340,2
17341,2
17342,0
17343,1
17344,3
17345,2
17346,0
17347,1
17348,2
17349,1
17350,3
17351,1
17352,2
17353,3
17354,2
17355,2
17356,0
17357,0
17358,0
17359,3
17360,1
17361,2
17362,2
17363,3
17364,1
17365,0
17366,2
17367,1
17368,0
17369,1
17370,3
17371,1
17372,0
17373,1
17374,2
17375,3
17376,0
17377,0
17378,3
17379,1
17380,2
17381,3
17382,2
17383,2
17384,0
17385,0
17386,3
17387,2
17388,3
17389,0
17390,2
17391,3
17392,1
17393,0
17394,0
17395,3
17396,2
17397,2
17398,0
17399,2
17400,0
17401,3
17402,2
17403,1
17404,0
17405,1
17406,2
17407,1
17408,1
17409,3
17410,2
17411,3
17412,1
17413,1
17414,1
17415,1
17416,0
17417,0
17418,1
17419,1
17420,3
17421,1
17422,1
17423,0
17424,1
17425,0
17426,1
17427,1
17428,2
17429,1
17430,3
17431,3
17432,2
17433,1
17434,2
17435,0
17436,0
17437,1
17438,1
17439,2
17440,1
17441,3
17442,1
17443,3
17444,2
17445,1
17446,0
17447,2
17448,0
17449,3
17450,3
17451,1
17452,0
17453,2
17454,2
17455,0
17456,2
17457,1
17458,2
17459,2
17460,3
17461,0
17462,1
17463,3
17464,2
17465,3
17466,3
17467,0
17468,0
17469,2
17470,0
17471,0
17472,3
17473,0
17474,0
17475,2
17476,0
17477,0
17478,0
17479,3
17480,0
17481,0
17482,1
17483,1
17484,2
17485,3
17486,2
17487,1
17488,2
17489,1
17490,0
17491,0
17492,3
17493,3
17494,0
17495,3
17496,2
17497,2
17498,3
17499,3
17500,0
17501,1
17502,3
17503,2
17504,0
17505,0
17506,2
17507,1
17508,0
17509,3
17510,1
17511,1
17512,3
17513,2
17514,3
17515,0
17516,2
17517,0
17518,3
17519,3
17520,2
17521,1
17522,0
17523,0
17524,3
17525,1
17526,0
17527,2
17528,1
17529,2
17530,0
17531,1
17532,0
17533,1
17534,1
17535,2
17536,3
17537,1
17538,3
17539,0
17540,2
17541,2
17542,0
17543,1
17544,1
17545,2
17546,1
17547,3
17548,3
17549,2
17550,2
17551,1
17552,0
17553,2
17554,1
17555,3
17556,0
17557,1
17558,1
17559,2
17560,3
17561,1
17562,3
17563,3
17564,3
17565,2
17566,0
17567,3
17568,2
17569,2
17570,0
17571,3
17572,1
17573,1
17574,0
17575,2
17576,0
17577,1
17578,2
17579,0
17580,3
17581,3
17582,0
17583,2
17584,1
17585,3
17586,2
17587,1
17588,2
17589,2
17590,1
17591,3
17592,3
17593,2
17594,3
17595,3
17596,3
17597,1
17598,2
17599,1
17600,3
17601,2
17602,1
17603,1
17604,3
17605,0
17606,2
17607,2
17608,3
17609,3
17610,1
17611,0
17612,0
17613,1
17614,0
17615,3
17616,2
17617,1
17618,2
17619,3
17620,3
17621,3
17622,0
17623,1
17624,2
17625,0
17626,2
17627,2
17628,3
17629,3
17630,1
17631,1
17632,0
17633,3
17634,2
17635,1
17636,3
17637,3
17638,2
17639,0
17640,0
17641,1
17642,0
17643,1
17644,0
17645,1
17646,3
17647,1
17648,0
17649,0
17650,2
17651,0
17652,3
17653,2
17654,1
17655,3
17656,0
17657,1
17658,1
17659,0
17660,0
17661,0
17662,1
17663,3
17664,2
17665,1
17666,1
17667,2
17668,2
17669,0
17670,1
17671,1
17672,3
17673,1
17674,2
17675,2
17676,3
17677,3
17678,0
17679,1
17680,0
17681,1
17682,1
17683,1
17684,2
17685,2
17686,3
17687,0
17688,1
17689,3
17690,3
17691,1
17692,0
17693,0
17694,2
17695,2
17696,2
17697,2
17698,1
17699,1
17700,1
17701,3
17702,1
17703,2
17704,2
17705,1
17706,3
17707,1
17708,1
17709,1
17710,0
17711,3
17712,1
17713,3
17714,2
17715,3
17716,3
17717,0
17718,1
17719,3
17720,1
17721,0
17722,0
17723,0
17724,2
17725,0
17726,1
17727,2
17728,3
17729,3
17730,0
17731,2
17732,0
17733,0
17734,0
17735,0
17736,0
17737,0
17738,2
17739,2
17740,2
17741,3
17742,0
17743,2
17744,2
17745,0
17746,0
17747,1
17748,1
17749,1
17750,2
17751,0
17752,3
17753,3
17754,1
17755,0
17756,0
17757,2
17758,2
17759,3
17760,1
17761,2
17762,0
17763,3
17764,0
17765,3
17766,1
17767,2
17768,1
17769,2
17770,3
17771,2
17772,3
17773,3
17774,0
17775,0
